"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"Palmiers","France",4,"Biscuits and cakes",2242,29,16,61,6.5,0.374,22,22
"Galleta de mantequilla con tableta","Spain",5,"Biscuits and cakes",2138,23,14,67,6.9,0.75,26,26
"Cookies Choco Noisettes (x 12)","France",2,"Biscuits and cakes",2154,28,12,57,7.1,0.118110236220472,18,18
"Biscuits Chocolat noir (x 12)","Other",3,"Biscuits and cakes",2109,25,16,61,7,0.267716535433071,21,21
"Assortiment biscuits pâtissiers Automne-Hiver","France",10,"Biscuits and cakes",2092,23,13,65,6.6,0.14,22,22
"Le petit beurre tablette Chocolat lait","France",5,"Biscuits and cakes",2123,22,14,69,6.8,0.299212598425197,24,24
"Goûters moelleux au chocolats","France",8,"Biscuits and cakes",1983,25,11,56,5.3,0.2,22,22
"Tuiles aux amandes","France",4,"Biscuits and cakes",2001,18,8,70,7.3,0.0826771653543307,18,18
"Cigarettes","France",1,"Biscuits and cakes",2225,28,16,64,5.4,0.137795275590551,23,23
"Goûters dorés X'trem Coeur fondant (x12)","France",3,"Biscuits and cakes",2061,23,11,62,7.5,0.2,22,22
"5 mini-cakes aux pépites de chocolat Bio","France",4,"Biscuits and cakes",1872,24,8.8,49,7.8,0.21,18,18
"Dés de Jambon","France",2,"Processed meat",480,4,1.5,2,18,0.748031496062992,5,5
"Jambon sec Italien","France",1,"Processed meat",860,9.1,4.4,0.5,30,2.36220472440945,16,16
"Jambon sec supérieur","France",1,"Processed meat",1179,19,8,1,27,2.16535433070866,20,20
"Jambon de Paris, Cuit à l'étouffée (4 Tranches)","Other",2,"Processed meat",466,3,0.96,1.9,19,0.79,4,4
"Gâteaux de semoule aux raisins sur lit de caramel","France",2,"Biscuits and cakes",604,2.9,1.8,25,3.9,0.0393700787401575,3,3
"Jambon sec supérieur","France",1,"Processed meat",974,13,5.3,1,28,2.55905511811024,17,17
"Saucisson sec","France",2,"Processed meat",1778,35,15,3.4,25,1.77165354330709,25,25
"Blanc de Poulet, Doré au Four ","France",3,"Processed meat",451,1.4,0.25,1.5,22,0.88,5,5
"Blanc de Poulet, Doré au Four (4 tranches)","France",3,"Processed meat",405,1.3,0.4,0.9,20,0.78740157480315,4,4
"Terrine de campagne","France",2,"Processed meat",1174,23,8.3,2,17,0.45,15,15
"Mousse de foie","France",3,"Processed meat",1165,25,11,3.1,11,0.590551181102362,19,19
"Mousse de canard","France",2,"Processed meat",1787,43,16,2.1,9.4,0.590551181102362,21,21
"Blanc de Dinde Doré au Four","France",8,"Processed meat",461,2.2,0.6,0.8,22,0.866141732283465,5,5
"Blanc de Dinde (Doré au Four) 4 tranches","France",8,"Processed meat",461,2.2,0.6,0.8,22,0.866141732283465,5,5
"Knacks Pur Porc","France",3,"Processed meat",1168,25,10,2,12,0.708661417322835,19,19
"Chorizo Au piment d'Espagne (Extra Fort)","France",2,"Processed meat",1792,35,15,4.3,23,1.88976377952756,22,22
"Emmental Français Râpé (28 % MG)","France",0,"Cheese",1586,29,20,1,28,0.236220472440945,10,15
"Raclette","France",1,"Cheese",1427,28,19,0,23,0.708661417322835,16,21
"Madeleine coquilles aux œufs frais","Other",3,"Biscuits and cakes",1895,21,2,59,5.9,0.307086614173228,13,13
"Saucisson à l'ail nature","France",5,"Processed meat",1286,28,10,1.2,14,0.708661417322835,19,19
"Saucisson à l'Ail, Fumé","France",5,"Processed meat",1272,28,11,0.9,14,0.748031496062992,21,21
"Véritable Cervelas d'Alsace","France",4,"Processed meat",1156,25,9.9,2,11,0.748031496062992,20,20
"Roquefort AOP Bio  (32 % MG)","France",0,"Cheese",1496,32,23,0.5,19,1.45669291338583,19,24
"Fromage blanc Saveur Vanille 0%","France",2,"Cheese",325,0,0,12,6.7,0.0354330708661417,-2,-2
"Coeur fondant au chocolat","France",2,"Biscuits and cakes",1955,31,18,37,8,0.03,17,17
"Emmental Français (28 % MG)","France",0,"Cheese",1495,28,20,0,27,0.275590551181102,12,17
"Pâté de Campagne Breton","France",2,"Processed meat",1237,25.6,10,2.5,14.5,0.503937007874016,17,17
"Pâté de Campagne au Sel de Guérande","France",1,"Processed meat",1273,26.6,10.2,3.2,13.9,0.507874015748031,18,18
"Terrine Campagnarde aux Fines Herbes","France",0,"Processed meat",1209,24.4,9.3,2.3,15.7,0.637795275590551,19,19
"Rillettes Fines de Bretagne","France",0,"Processed meat",1627,36.4,13.8,0.1,16.5,0.452755905511811,19,19
"Bleu d'Auvergne AOP","France",0,"Cheese",1383,28,19,0.6,20,1.10236220472441,19,24
"Tomme de Montagne au lait entier","France",0,"Cheese",1391,28.5,16,0.5,19,0.590551181102362,15,20
"L'Ortolan Familial, Doux & Nature","France",0,"Cheese",1427,28,18.9,0.22,18.67,0.421259842519685,13,18
"L'Ortolan bio","France",0,"Cheese",1363,28,17.78,0.8,18.46,0.452755905511811,14,19
"l'Ortolan Organic","Germany",0,"Cheese",1363,28,17.78,0.8,18.46,0.437007874015748,13,18
"Roucoulons Bio","Other",0,"Cheese",1565,30,20.59,0.03,21.3,0.496062992125984,14,19
"Roucoulons Noix (30% MG)","France",0,"Cheese",1577,30,20.4,0.76,21.25,0.511811023622047,14,19
"Roucoulons (30% MG)","France",0,"Cheese",1464,30,19.7,0.5,18.5,0.539,14,19
"Cancoillotte bio nature","France",1,"Cheese",534,8,5,0.5,14,0.433070866141732,4,4
"Saucisse sèche","France",1,"Processed meat",1760,30.7,12.7,1.9,34.8,1.97,25,25
"Saucisson sec de campagne pur porc","France",1,"Processed meat",1709,29,12,3.4,34,1.88976377952756,25,25
"Saucisse sèche qualité supérieure","France",1,"Processed meat",1760,30.7,12.7,1.9,34.8,1.92913385826772,25,25
"Chavroux (13,5 % MG)","Other",0,"Cheese",715,13.5,9,4,8.7,0.393700787401575,9,14
"L'original Tartare Ail & Fines Herbes","Other",0,"Cheese",1447,34.5,24.5,3,7,0.511811023622047,15,19
"9 Minis St Moret (17,8% MG)","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"Le Goût Primeur (17,5 % MG)","Other",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"P\\\'tit Louis® (26% MG) - 160 g (8 Coques)","Other",3,"Cheese",999,22.9,15.7,3.5,5.4,0.433,13,16
"L'Original Tartare, Ail & Fines Herbes (8 portions) - (32,2 % MG)","Other",0,"Cheese",1431,32.2,22,3.5,9.5,0.393700787401575,13,18
"La Motte Fraîche Fromage ail & Fines Herbes","France",0,"Cheese",1447,34.5,24.5,3,7,0.433070866141732,14,18
"Chavroux portions individuelles","Other",0,"Cheese",715,13.5,9,4,8.7,0.393700787401575,9,14
"Ligne & Plaisir (Offre €co) - (8 % MG)","France",0,"Cheese",551,8,5.4,4.5,10.5,0.36,3,3
"L'original Tartare, Coffret 4 Saveurs","Other",1,"Cheese",1399,32.2,22,3.2,9,0.393700787401575,13,18
"Tartare - l'original","Switzerland",0,"Cheese",1447,34.5,24.5,3,7,0.433070866141732,14,18
"P'tit Louis® (26% MG) - 320 g (16 Coques)","France",6,"Cheese",1115,26,17.3,3.5,5.5,0.53,14,17
"Ail & Fines Herbes (format familial) (34,5% MG)","Other",0,"Cheese",1447,34.5,24.5,3,7,0.433070866141732,14,18
" Frisch-Genuss","Germany",1,"Cheese",1534,37,30,2.4,7.3,0.433070866141732,9,13
"Tartare, Les Créations Fleur de Sel (36,5 % MG)","Other",1,"Cheese",1534,36.5,30,2.4,7.3,0.433070866141732,14,18
"Ligne & Plaisir (8% MG) (format familial)","France",0,"Cheese",546,8,5.4,4.5,10.2,0.393700787401575,5,5
"Tartare, Ail & Fines Herbes (Tartiner et Cuisiner) - (19,9 % MG)","France",2,"Cheese",947,19.9,13.6,4,8.4,0.452755905511811,12,17
"L'Original Tartare Ail et Fines Herbes","France",0,"Cheese",1399,32.2,22,3.2,9,0.393700787401575,13,18
"Fromage de chèvre","France",0,"Cheese",715,13.5,9,4,8.7,0.393700787401575,9,14
"L'Original Tartare, Noix Croquantes (8 portions) - (34 % MG)","France",1,"Cheese",1477,34,22,3.2,8.5,0.393700787401575,13,18
"L'original Tartare, Ciboulette & Echalote (Familial) - (34,5 % MG) ","France",1,"Cheese",1447,34.5,25.1,3,7,0.47244094488189,15,19
"ST MORET","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"Saint Moret ","Other",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"La goût primeur","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"St Môret® Le Goût Primeur (17,8% MG)","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.512,12,17
"St-Môret Ligne et plaisir","France",0,"Cheese",529,8,5.4,3.5,10.2,0.393700787401575,5,5
"Ligne & Plaisir (9% MG)","France",0,"Cheese",583,9,6,4.5,10.2,0.393700787401575,5,5
"Poivre & Fines Herbes (35 % MG)","France",1,"Cheese",1467,35,24,4.5,5.6,0.511811023622047,16,19
"Cranberry & Poivres","France",1,"Cheese",1237,26,20.7,10.7,5.5,0.551181102362205,18,21
"Noix & Éclats d'Amandes (37 % MG)","France",1,"Cheese",1548,37,23,2.5,8,0.393700787401575,14,18
"Le Goût Primeur - offre éco","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"St Môret Apéritif 24 billes au coeur de pesto","France",1,"Cheese",1280,29,19,3.8,8.5,0.511811023622047,13,18
"St-Môret Apéritif - 24 billes au cœur de figue.","France",1,"Cheese",1278,28,20,6.2,8.2,0.47244094488189,14,19
"Apéritif 24 Billes au coeur de Tomates (28% MG)","France",1,"Cheese",1239,27,18,6.1,8,0.551181102362205,15,19
"Tartare ail et graines croquantes","France",1,"Cheese",1364,32.2,22.4,2.3,6.8,0.47244094488189,15,19
"Tartare Ail & Fines herbes","Other",0,"Cheese",1399,32.2,22,3.2,9,0.393700787401575,13,18
"L\'Original Ail & Fines Herbes","France",0,"Cheese",1399,32.2,22,3.2,9,0.393700787401575,13,18
"St Moret","France",0,"Cheese",859,17.8,13.2,3.5,8.3,0.511811023622047,12,17
"L'Original - Noix et Éclats d'Amandes","France",1,"Cheese",1536,37,23,1.8,8,0.393700787401575,14,18
"St Môret réduit en sel -25 %","France",0,"Cheese",819,17,12,3.2,8,0.31496062992126,11,15
"Tartare Ail sauvage","France",1,"Cheese",1373,33.3,23.8,1.9,6.4,0.511811023622047,16,19
"Fromage bio Mottin Charentais","France",0,"Cheese",1598,35,24,1,15.8,0.433070866141732,13,18
"Merzer (12% MG)","France",1,"Cheese",894,12,8,0.5,26,0.6,10,15
"L'onctueux (26% MG)","France",0,"Cheese",1293,26,17.4,0.5,19,0.62992125984252,14,19
"Les tranches légères","France",1,"Cheese",928,12,8,0.5,28,0.669291338582677,11,16
"Fromage Blanc Nature","France",0,"Cheese",319,3.6,2.4,3.7,7.2,0.0393700787401575,-2,-2
"Fromage Blanc au Lait de Brebis","France",0,"Cheese",422,6.8,4.6,4.7,5.3,0.0275590551181102,3,3
"Fromage Blanc au lait de chèvre","France",0,"Cheese",464,7.8,5.4,3.8,6.5,0.031496062992126,2,2
"Fromage blanc Tante Hélène","France",0,"Cheese",319,3.6,2.4,3.7,7.2,0.0393700787401575,-2,-2
"Fromage Petit Brebis","France",0,"Cheese",858,17,11.6,2.5,11,0.393700787401575,11,16
"Fromage blanc bio (3,6% MG)","France",0,"Cheese",319,3.6,2.4,3.7,7.2,0.0393700787401575,-2,-2
"Fromage blanc 0%","France",0,"Cheese",202,0,0,4.5,7.4,0.0393700787401575,-4,-4
"Fromage blanc au lait de brebis","France",0,"Cheese",423,6.8,4.6,4.7,5.3,0.0275590551181102,3,3
"Petit fromage bio au lait de brebis","France",0,"Cheese",858,17,11.6,2.5,11,0.393700787401575,11,16
"Mousse de foie qualité supérieure","France",1,"Processed meat",1538,36,14,3.1,9,0.570866141732283,20,20
"Mousse de Canard","France",2,"Processed meat",1701,40,15,2,11,0.47244094488189,20,20
"4 Andouillettes de Troyes à griller","France",2,"Processed meat",812,14,6.7,1.3,16,0.551181102362205,14,14
"Fromage de chèvre au lait pasteurisé (23% MG)","France",0,"Cheese",1208,23,16.1,1,20,0.590551181102362,14,19
"Rousquilles Fondantes","France",7,"Biscuits and cakes",1757,10.5,4.4,76.4,5.1,0.118110236220472,20,20
"Mouliné de légumes variés","France",0,"Soups",127,1,0.2,3.9,0.6,0.236220472440945,-1,-1
"Velouté de Légumes Saveurs du Sud","France",0,"Soups",176,1.8,0.3,4.5,0.9,0.220472440944882,-1,-1
"Mouliné de légumes verts bio","France",0,"Soups",109,1.2,0.2,2.2,0.85,0.22,0,0
"Velouté de légumes variés bio","France",0,"Soups",152,0.8,0.4,5.6,0.9,0.236220472440945,0,0
"Soupe 8 légumes et lentilles Cerfeuil & thym Bio","France",0,"Soups",139,1.2,0.2,3.7,1.6,0.196850393700787,2,2
"Velouté de Courgettes au Basilic Bio","France",0,"Soups",120,1.2,0.2,3.1,0.7,0.236220472440945,1,1
"Velouté de legumes au parmesan Bio","France",1,"Soups",150,1,0.6,5,1,0.236220472440945,1,1
"Velouté d'Aubergines grillées & Romarin à la Crétoise","France",0,"Soups",149,0.9,0.1,5.1,1.3,0.24,0,0
"Duo de Potiron et Courge Butternut bio","France",0,"Soups",142,0.92,0.6,5.32,0.52,0.197,0,0
"Velouté de Potiron Châtaignes Bio","France",0,"Soups",160,1.1,0.8,5.5,0.8,0.216535433070866,0,0
"Mouliné de légumes d'hiver","France",0,"Soups",155,1.7,1.1,3.5,0.9,0.216535433070866,-1,-1
"Velouté de Carottes & Crème Fraiche","France",1,"Soups",130,1.1,0.8,3.7,0.9,0.259842519685039,1,1
"Velouté aux 7 légumes variés","France",1,"Soups",131,0.8,0.5,4.6,0.8,0.259842519685039,1,1
"Velouté de poireaux, pommes de terre & persil","France",1,"Soups",141,1.1,0.8,4.3,0.9,0.275590551181102,1,1
"Velouté de légumes verts","France",1,"Soups",142,1.2,0.9,4.4,0.9,0.275590551181102,2,2
"Vélouté de tomates","France",1,"Soups",124,0,0,6,0.8,0.236220472440945,1,1
"Mouliné Légumes Variés","France",2,"Soups",110,0,0,5.5,1,0.22,1,1
"Tomates, courgettes et jambon de bayonne","France",2,"Soups",162,1.5,0.4,3.9,1.7,0.22,-2,-2
"Velouté de Carottes & Crème fraîche","France",1,"Soups",130,1.1,0.8,3.7,0.9,0.26,1,1
"Velouté de tomates & basilic","France",1,"Soups",130,0.9,0.1,4.7,0.6,0.204724409448819,1,1
"Velouté de courgettes, pommes de terre & gruyère","France",2,"Soups",192,3.1,1.9,2.6,1.4,0.255905511811024,2,2
"Carottes Potiron et Noisettes EDITION LIMITEE !","France",1,"Soups",181,2.6,1.7,3.8,0.6,0.236220472440945,2,2
"Édition Limitée! Tomates et Piment d'Espelette","France",1,"Soups",154,1.2,0,5.2,0.7,0.216535433070866,1,1
"Édition Limitée! Légumes de Saison","France",1,"Soups",131,0.8,0.5,4.6,0.8,0.259842519685039,1,1
"Légumes à la Provençale et Pointe d'Origan EDITION LIMITEE !","France",1,"Soups",149,1.2,0,5,0.7,0.216535433070866,1,1
"Légumes anciens panais rutabaga topinambour","France",1,"Soups",183,2.4,1.6,4.4,0.6,0.224409448818898,2,2
"Camembert (23% MG) - 30% de sel","France",0,"Cheese",1208,23,17,1,20,0.39,12,17
"Jambon à griller","France",4,"Processed meat",632,7.8,3.1,1,19.2,0.748031496062992,12,12
"Quart Maroilles (27% MG)","France",0,"Cheese",1356,27,18,0.5,21,0.78740157480315,17,22
"Mignon Maroilles Braderie","France",1,"Cheese",1356,27,16,0.5,21,0.78740157480315,17,22
"Quart Maroilles","France",0,"Cheese",1356,27,18,0.5,21,0.78740157480315,17,22
"Maroilles (27% MG)","France",0,"Cheese",1356,27,18,0.5,21,0.78740157480315,17,22
"Le Rollot de Picardie (29% MG)","France",0,"Cheese",1372,29,18,1,21,0.590551181102362,15,20
"Chorizo sec de volaille et au veau","France",3,"Processed meat",1546,28,11.8,2.7,28.2,1.75984251968504,21,21
"Allumettes de Dinde, Halal","France",6,"Processed meat",452,4.1,1.4,4.2,13,1.45669291338583,12,12
"Donut","France",4,"Biscuits and cakes",1960,28,13.7,46.2,7,0.31496062992126,18,18
"Mini Croquants Écorce d'Orange","France",0,"Biscuits and cakes",1935,18.9,11,67.2,5.5,0.0393700787401575,19,19
"Bleu d'Auvergne","France",0,"Cheese",1405,29,20,0.5,19,1.14173228346457,19,24
"VEDERE","France",9,"Biscuits and cakes",1902,14,9.8,74,6.9,0.275590551181102,23,23
"VEDERE","France",5,"Biscuits and cakes",2231,28,19,62,7.2,0.145669291338583,21,21
"Fromage Frais Sucré 40% MG","France",1,"Cheese",590,8.4,5.9,10.8,5.4,0.0031496062992126,5,5
"Saveur Vanille Fromage Frais","France",1,"Cheese",580,7.1,5,13.1,5.3,0.0275590551181102,4,4
"Saveur Vanille Fraise Fromage Frais","France",4,"Cheese",590,6.4,4.5,16,4.9,0.0236220472440945,5,5
"Fromage Frais Saveur Vanille","France",1,"Cheese",580,7.1,5,13.1,5.3,0.0275590551181102,4,4
"Fromage Blanc 0%","France",1,"Cheese",175,0.5,0.5,3.7,6.6,0.0354330708661417,-4,-4
"Fromage Frais Nature 0%","France",1,"Cheese",175,0.5,0.5,3.7,6.6,0.0354330708661417,-4,-4
"Fromage Frais 20%","France",1,"Cheese",300,3.2,2.1,4.5,6,0.0354330708661417,-1,-1
"Fromage Frais Nature","France",1,"Cheese",300,3.2,2.1,4.5,6,0.0354330708661417,-1,-1
"Pain d'Epices aux Figues spécial Foie Gras","France",2,"Biscuits and cakes",1374,1,0.2,74,3.1,0.169291338582677,10,10
"Pain d'épices enrobé de chocolat","France",4,"Biscuits and cakes",1752,12.6,7.51,66.6,7.1,0.0696850393700787,18,18
"Les petites langues","France",7,"Biscuits and cakes",1572,2.7,0.25,76.6,8.8,0.0807086614173228,5,5
"Le Riz au Lait à la Vanille de Madagascar","France",0,"Biscuits and cakes",669,7,4.4,21,3.2,0.0393700787401575,6,6
"Lardons fumés","Other",4,"Processed meat",1090,21.7,8.6,0.5,16.4,1.38,20,20
"boulette d'Avesne","France",3,"Cheese",1282,25,18,0.5,21,0.905511811023622,18,23
"Rosette","France",3,"Processed meat",1741,34,14,1.4,27,1.96850393700787,25,25
"Saucisson sec Prestige","France",3,"Processed meat",1350,22,11,1.4,30,1.96850393700787,24,24
"Mini-rosette","France",3,"Processed meat",1741,32.5,14,1,30.7,1.96850393700787,25,25
"Recette campagnarde - saucisson sec ","France",3,"Processed meat",1924,39,15,1.3,27,1.96850393700787,25,25
"Saucisson sec Recette Campagnarde","France",3,"Processed meat",1924,39,15,1.3,27,1.96850393700787,25,25
"Recette aux Olives","France",3,"Processed meat",1676,30,14.4,2.6,30.7,1.96850393700787,25,25
"Les Madeleines Nature","France",5,"Biscuits and cakes",1603,18.2,1.8,52.4,5.9,0.551181102362205,15,15
"Madeleines marbrées","France",6,"Biscuits and cakes",1628,20.5,2.3,48.5,6,0.551181102362205,15,15
"Cake aux fruits","France",8,"Biscuits and cakes",1518,9.8,4.5,56,4.5,0.47244094488189,17,17
"Petits fours chocolat","France",6,"Biscuits and cakes",1771,25.5,8.2,45.7,5.3,0.47244094488189,21,21
"Petits fours amandes","France",5,"Biscuits and cakes",1451,12.2,7,54.2,5.6,0.511811023622047,21,21
"Brownies aux pépites de chocolat","France",6,"Biscuits and cakes",1771,25.5,8.2,45.7,5.3,0.47244094488189,21,21
"Madeleinettes nature","France",5,"Biscuits and cakes",1603,18.2,1.8,52.4,5.9,0.551181102362205,15,15
"Maxi Galette au goût Amande","France",11,"Biscuits and cakes",1634,14.3,5.1,59,4.8,0.110236220472441,14,14
"Bouchons du Lyonnais","France",0,"Cheese",2067,40,29.5,4.5,30,0.590551181102362,17,22
"Le bon jambon breton","France",2,"Processed meat",494,3,1.2,0.5,22,0.708661417322835,4,4
"La cancoillotte Nature - Franc et Comtois","France",3,"Cheese",504,6.5,4.4,1.5,14,0.688976377952756,7,12
"Fromages frais en faisselles (7% MG)","France",0,"Cheese",398,7,4.3,4.1,4.4,0.0354330708661417,3,3
"Faisselle moulée à la louche","France",0,"Cheese",402,7,4.3,4.1,4.4,0.0354330708661417,3,3
"Petits boudoirs à l'huile essentielle d'orange douce","France",2,"Biscuits and cakes",1965,14.2,1.5,78.5,5.5,0.0374015748031496,12,12
"Mini Jungle","France",1,"Biscuits and cakes",2120,26,13,60.7,6.4,0.106,20,20
"Jambon sec supérieur","France",1,"Processed meat",921,12.2,4.4,0.4,29.4,2.05,16,16
"Jambon de Bayonne","France",1,"Processed meat",1059,15.3,6.8,0.5,28.5,1.77165354330709,19,19
"Carré de l'Est affiné à l'eau de vie de mirabelle (18% MG)","France",1,"Cheese",1240,18,12.6,1.5,19,0.78740157480315,16,21
"Petit Pont l'Évêque (21,5% MG)","France",0,"Cheese",1161,21.5,15.3,0,21.5,0.590551181102362,14,19
"Roulé Myrtille","France",14,"Biscuits and cakes",1586,14.2,6.8,58.8,4.9,0.236220472440945,20,20
"Marimba's","France",6,"Biscuits and cakes",1780,18,17,60,3.5,0.0393700787401575,24,24
"Gâteaux fourrés saveur amande","France",11,"Biscuits and cakes",1712,17,7,58,5,0.236220472440945,18,18
"Gâteaux aux Amandes","France",1,"Biscuits and cakes",2140,22.1,10,71.2,5.5,0.00393700787401575,20,20
"Saucisses de Strasbourg pour hot-dog géant","France",8,"Processed meat",1414,32.2,12.5,1.1,12,0.68503937007874,21,21
"Saucisses de Francfort","France",7,"Processed meat",1482,34.3,12.1,1.1,11.4,0.71259842519685,21,21
"10 saucisses de Strasbourg pour Hot-dog","France",8,"Processed meat",1414,32.2,12.5,1.1,12,0.68503937007874,21,21
"Lapins (mousse de canard)","France",11,"Processed meat",800,17,7.1,1,8.7,0.94488188976378,19,19
"Les 12 éclairs au café et au chocolat","France",12,"Biscuits and cakes",1079,10.9,6.3,34,5.2,0.151,14,14
"Saucisse de volaille","France",4,"Processed meat",847,14.2,0.3,1.5,17.4,0.590551181102362,3,3
"Merguez de volaille","France",6,"Processed meat",1133,22.4,0.4,1.6,16.6,0.551181102362205,4,4
"Délice du Verger","France",8,"Biscuits and cakes",915,10.2,5.5,26.2,4.6,0.0393700787401575,10,10
"Ma charlotte Vanille Chocolat","France",6,"Biscuits and cakes",1271,16.7,10.4,32.9,4.7,0.0984251968503937,18,18
"Choco pancakes","France",4,"Biscuits and cakes",1424,14.8,4.5,44.2,6.5,0.300393700787402,14,14
"Kouign Amann Pur Beurre","France",1,"Biscuits and cakes",2065,29,20,54,3.9,0.267716535433071,22,22
"Kouign Amann Pur Beurre","France",1,"Biscuits and cakes",2065,29,20,54,3.9,0.267716535433071,22,22
"Kouign Amann aux Pommes","France",7,"Biscuits and cakes",1841,23,16,55,2.7,0.18503937007874,23,23
"Gâteau breton Caramel au beurre salé","France",5,"Biscuits and cakes",1870,19,13,63,5.2,0.389763779527559,23,23
"Cake aux Cerises Amarena","France",11,"Biscuits and cakes",1451,13,6.9,52,4.2,0.259842519685039,16,16
"Cake aux fruits pur beurre","France",13,"Biscuits and cakes",1475,13,8.5,53,4.5,0.255905511811024,17,17
"Cake aux Fruits","France",13,"Biscuits and cakes",1475,13,8.5,53,4.5,0.255905511811024,17,17
"Gâteaux Bretons Fourrage à la Framboise","France",8,"Biscuits and cakes",1825,21,14,56,4.7,0.291338582677165,23,23
"Tommette de Savoie (31 % MG)","France",0,"Cheese",1529,31,31,1.9,22,0.708661417322835,16,21
"Pont l'Evêque AOP (24% MG)","France",0,"Cheese",1265,24,16,0.5,21,0.62992125984252,14,19
"Petit Pont l'Evêque (24% MG)","France",0,"Cheese",1265,24,16,0.5,21,0.62992125984252,14,19
"Petit Livarot (22% MG)","France",1,"Cheese",1222,22,14,0.5,24,0.62992125984252,14,19
"Brillat-Savarin affiné (40 % MG)","France",0,"Cheese",1629,40,27,3,8,0.47244094488189,15,19
"Nature fromage blanc","Other",0,"Cheese",328,3.2,2.1,4,8.4,0.0394,-3,-3
"Diots de Savoie fumés","France",1,"Processed meat",1023,18,7.2,1,20,0.826771653543307,19,19
"Apéro Snacks Ball","France",1,"Processed meat",2374,49,19.6,1,32,1.96850393700787,27,27
"Velouté de Légumes du Soleil","France",0,"Soups",184,2.2,0.4,4.3,1.2,0.236220472440945,0,0
"Velouté de poireaux & pommes de terre","France",0,"Soups",158,1.5,0.8,4.7,0.7,0.276,2,2
"Velouté de Poireaux & Pommes de terre ","France",0,"Soups",68,0.4,0.1,2.7,0.2,0.259842519685039,2,2
"Velouté de Légumes verts","France",0,"Soups",60,0.3,0.1,2.2,0.4,0.267716535433071,2,2
"Mouliné de légumes variés","France",0,"Soups",155,1,0.5,5.7,0.8,0.15748031496063,-1,-1
"Les Craquelins de Saint Malo Nature","France",1,"Biscuits and cakes",1635.9,6.1,1.62,71.6,14,0.0826771653543307,-5,-5
"Le Craquelins de Saint Malo Gout Sucré","France",1,"Biscuits and cakes",1635.9,6.1,1.62,71.6,14,0.0330708661417323,-5,-5
"Craquandises Noisettes","France",0,"Biscuits and cakes",473,17.9,1.6,68.9,7.5,0.0295275590551181,8,8
"Les Craquandises Amandes","France",0,"Biscuits and cakes",1869,15.4,1.2,63.9,9.6,0.0295275590551181,11,11
"Craquandises Sésame","France",0,"Biscuits and cakes",447,15.4,2.4,66.4,8.6,0.0295275590551181,8,8
"Andouillettes de Bretagne Natures","France",6,"Processed meat",933,17.7,9.2,0.5,17.7,0.708661417322835,18,18
"Montbéliard","France",2,"Processed meat",1358,29,11,0.7,17,0.826771653543307,23,23
"Fromage Frais en Faisselle (6 % MG)","France",0,"Cheese",360,6,3.7,4.7,3.6,0.078740157480315,2,2
"Le Fromage blanc battu","France",0,"Cheese",494,8.44,5.7,7.63,3.1,0.078740157480315,6,6
"Petit Munster au cumin des prés au lait d'Alsace","France",0,"Cheese",1250,24,17,0.3,21,0.78740157480315,16,21
"L'Apéritif 12 Chèvres Affinés","France",1,"Cheese",1262,23,16,4.2,20,0.62992125984252,14,19
"Petit Munster Bio","France",0,"Cheese",1360,27,19,0.5,20.5,0.590551181102362,15,20
"Pavé d'Affinois Plaisir (30% MG) - 175 g","France",0,"Cheese",1377,30,20,1.2,14.5,0.551,15,20
"Pavé d'Affinois Chèvre (22 % MG)","France",0,"Cheese",1156,22,14.9,1.6,18.5,0.590551181102362,14,19
"Pavé d'affinois l'original","France",0,"Cheese",1012,20,14,1,15,0.551,14,19
"Bleu Doux & Onctueux","France",0,"Cheese",1738,41,28,1,12,0.511811023622047,15,20
"Époisses","France",0,"Cheese",1204,24,17,0,18,0.709,15,20
"Époisses","France",0,"Cheese",1204,24,17,0,18,0.708661417322835,15,20
"Époisses affiné au marc de Bourgogne (24% MG)","France",0,"Cheese",1204,24,17,0,18,0.708661417322835,15,20
"Break Up (chocolat fondant et almond chunks)","France",2,"Biscuits and cakes",2024,25,5.9,57,7.1,0.295275590551181,23,23
"Break Up 4 crêpes Choco Caramel & Crunchy Balls","France",6,"Biscuits and cakes",1978,22,6.7,61,5.4,0.31496062992126,23,23
"Fromage blanc de campagne","France",0,"Cheese",401,7,5.1,3.4,5,0.0354330708661417,3,3
"Pâté croûte richelieu","France",15,"Processed meat",1431,26,9.7,17,9.9,0.708661417322835,20,20
"En Famille Pâté en croûte Nature","France",13,"Processed meat",1465,27,10,18,8.3,0.669291338582677,20,20
"Apéri'Croq","Other",16,"Processed meat",1365,22,9,23,8.2,0.708661417322835,19,19
